school_name,postal_code,mainlevel_code,latitude,longitude
CHIJ ST. THERESA'S CONVENT,99138,SECONDARY (S1-S5),,
CHONGFU SCHOOL,768959,PRIMARY,1.43839562897006,103.839309173817
CHONGZHENG PRIMARY SCHOOL,529392,PRIMARY,1.35061130568554,103.951317297552
CHRIST CHURCH SECONDARY SCHOOL,737924,SECONDARY (S1-S5),1.42656780901455,103.793451105242
CHUA CHU KANG PRIMARY SCHOOL,689905,PRIMARY,1.37775890093367,103.741832917421
CHUA CHU KANG SECONDARY SCHOOL,688848,SECONDARY (S1-S5),1.38333422637073,103.75510327583
CHUNG CHENG HIGH SCHOOL (MAIN),439012,SECONDARY (S1-S4),1.30509154753048,103.891653229373
CHUNG CHENG HIGH SCHOOL (YISHUN),768547,SECONDARY (S1-S5),1.41922603586175,103.837390782849
CLEMENTI PRIMARY SCHOOL,129903,PRIMARY,1.31506321827875,103.763144493687
CLEMENTI TOWN SECONDARY SCHOOL,129904,SECONDARY (S1-S5),1.31553912945073,103.762020598524
COMMONWEALTH SECONDARY SCHOOL,608784,SECONDARY (S1-S5),1.31920395934801,103.745637393049
COMPASSVALE PRIMARY SCHOOL,545091,PRIMARY,1.39444529636566,103.897812229905
COMPASSVALE SECONDARY SCHOOL,545083,SECONDARY (S1-S5),1.39614083952009,103.899847164494
CONCORD PRIMARY SCHOOL,689814,PRIMARY,1.38026516111464,103.736554295636
CORPORATION PRIMARY SCHOOL,648347,PRIMARY,1.35148548772662,103.707578404944
CRESCENT GIRLS' SCHOOL,247961,SECONDARY (S1-S4),1.29331947077104,103.817544461755
CREST SECONDARY SCHOOL,609561,SECONDARY (S1-S4),1.3431198045076,103.742628105304
DAMAI PRIMARY SCHOOL,479226,PRIMARY,1.33524602829747,103.921286435321
DAMAI SECONDARY SCHOOL,479229,SECONDARY (S1-S5),1.33692798510393,103.927091653438
DAZHONG PRIMARY SCHOOL,659441,PRIMARY,1.3591797447277,103.74847210784
DE LA SALLE SCHOOL,689285,PRIMARY,1.3947078296399,103.743201812831
DEYI SECONDARY SCHOOL,569277,SECONDARY (S1-S5),1.36599702567717,103.852545772422
DUNEARN SECONDARY SCHOOL,659204,SECONDARY (S1-S5),1.36357900792871,103.74472109107
DUNMAN HIGH SCHOOL,436895,MIXED LEVEL (S1-JC2),1.29996216014962,103.88294155989
DUNMAN SECONDARY SCHOOL,529093,SECONDARY (S1-S5),1.36065258337022,103.956213906966
EAST SPRING PRIMARY SCHOOL,529258,PRIMARY,1.35268400746357,103.961676849165
EAST SPRING SECONDARY SCHOOL,529231,SECONDARY (S1-S5),1.35622508992581,103.960640700298
EDGEFIELD PRIMARY SCHOOL,828869,PRIMARY,1.40009139510996,103.907847599114
EDGEFIELD SECONDARY SCHOOL,828814,SECONDARY (S1-S5),1.40059309981824,103.902687385465
ELIAS PARK PRIMARY SCHOOL,518866,PRIMARY,1.37505696315817,103.945289416873
ENDEAVOUR PRIMARY SCHOOL,757521,PRIMARY,1.45388170417263,103.817174701639
EUNOIA JUNIOR COLLEGE,573838,JUNIOR COLLEGE,1.36213757183547,103.841286169122
EVERGREEN PRIMARY SCHOOL,738908,PRIMARY,1.44414835451585,103.794545295922
EVERGREEN SECONDARY SCHOOL,738489,SECONDARY (S1-S5),1.44149131273737,103.794137756171
FAIRFIELD METHODIST SCHOOL (PRIMARY),139648,PRIMARY,1.30100441916733,103.785455606827
FAIRFIELD METHODIST SCHOOL (SECONDARY),139649,SECONDARY (S1-S5),1.30163374395823,103.784099647149
FARRER PARK PRIMARY SCHOOL,217567,PRIMARY,1.31243078021903,103.850770929023
FENGSHAN PRIMARY SCHOOL,469680,PRIMARY,1.32980598760785,103.931710293058
FERN GREEN PRIMARY SCHOOL,797538,PRIMARY,1.39726966050479,103.880330305684
FERNVALE PRIMARY SCHOOL,797701,PRIMARY,1.39030227963797,103.874445458032
FIRST TOA PAYOH PRIMARY SCHOOL,319252,PRIMARY,1.34032299499938,103.855529906182
FRONTIER PRIMARY SCHOOL,648200,PRIMARY,1.33641298743234,103.69970173931
FUCHUN PRIMARY SCHOOL,739063,PRIMARY,1.43047990810126,103.778192944298
FUHUA PRIMARY SCHOOL,609647,PRIMARY,1.33659726465816,103.736089481883
FUHUA SECONDARY SCHOOL,649410,SECONDARY (S1-S5),1.34701408913756,103.72652089832
GAN ENG SENG PRIMARY SCHOOL,158901,PRIMARY,1.28559516494962,103.815547410064
GAN ENG SENG SCHOOL,159561,SECONDARY (S1-S5),1.28907114485773,103.823733673089
GEYLANG METHODIST SCHOOL (PRIMARY),389706,PRIMARY,1.31814416827374,103.883628501601
GEYLANG METHODIST SCHOOL (SECONDARY),389705,SECONDARY (S1-S5),1.31764900474601,103.882661129303
GONGSHANG PRIMARY SCHOOL,529176,PRIMARY,1.35711606790292,103.949144797277
GREENDALE PRIMARY SCHOOL,828848,PRIMARY,1.39648195114256,103.91233462071
GREENDALE SECONDARY SCHOOL,828866,SECONDARY (S1-S5),1.39696019936894,103.91170014084
GREENRIDGE PRIMARY SCHOOL,677744,PRIMARY,1.3858892193692,103.767794469258
GREENRIDGE SECONDARY SCHOOL,678972,SECONDARY (S1-S5),1.375600053443,103.763998914082
GREENWOOD PRIMARY SCHOOL,737942,PRIMARY,1.43989958331782,103.804725587384
GUANGYANG SECONDARY SCHOOL,579807,SECONDARY (S1-S5),1.34440856042912,103.850208933626
HAI SING CATHOLIC SCHOOL,518969,SECONDARY (S1-S5),1.36933055696636,103.962762942764
HAIG GIRLS' SCHOOL,427072,PRIMARY,1.31194344271383,103.902902557195
HENRY PARK PRIMARY SCHOOL,278790,PRIMARY,1.31667646178347,103.784296227747
HILLGROVE SECONDARY SCHOOL,659250,SECONDARY (S1-S5),1.35273576615912,103.752986488399
HOLY INNOCENTS' HIGH SCHOOL,534786,SECONDARY (S1-S5),1.37154508822261,103.896398814264
HOLY INNOCENTS' PRIMARY SCHOOL,536451,PRIMARY,1.36693830877349,103.894114899795
HONG WEN SCHOOL,327829,PRIMARY,1.32175999964553,103.857628468881
HORIZON PRIMARY SCHOOL,828819,PRIMARY,1.399550034492,103.913404855665
HOUGANG PRIMARY SCHOOL,534238,PRIMARY,1.37738245231461,103.880805274557
HOUGANG SECONDARY SCHOOL,534256,SECONDARY (S1-S5),1.37764019332164,103.882533963338
HUA YI SECONDARY SCHOOL,649371,SECONDARY (S1-S5),1.35234365488339,103.721832320169
HUAMIN PRIMARY SCHOOL,768857,PRIMARY,1.42697284512936,103.844240226564
HWA CHONG INSTITUTION,269734,MIXED LEVEL (S1-JC2),1.3263580622144,103.803290365022
INNOVA PRIMARY SCHOOL,737888,PRIMARY,1.42896700684852,103.790607539185
JIEMIN PRIMARY SCHOOL,768515,PRIMARY,1.42768847665227,103.830425490093
JING SHAN PRIMARY SCHOOL,569228,PRIMARY,1.37196445720109,103.851763531681
JUNYUAN PRIMARY SCHOOL,528906,PRIMARY,1.34787074766746,103.939221709073
JUNYUAN SECONDARY SCHOOL,528933,SECONDARY (S1-S5),1.35361315263537,103.933886165824
JURONG PIONEER JUNIOR COLLEGE,688258,JUNIOR COLLEGE,1.38437406410733,103.75437461519
JURONG PRIMARY SCHOOL,609476,PRIMARY,1.34843859698946,103.733156566858
JURONG SECONDARY SCHOOL,618652,SECONDARY (S1-S5),1.33002032220942,103.723952961648
JURONG WEST PRIMARY SCHOOL,648368,PRIMARY,1.33917519796104,103.698803732244
JURONG WEST SECONDARY SCHOOL,648348,SECONDARY (S1-S5),1.33525634688323,103.702098904443
JURONGVILLE SECONDARY SCHOOL,609790,SECONDARY (S1-S5),1.35128862770284,103.728907710089
JUYING SECONDARY SCHOOL,649038,SECONDARY (S1-S5),1.3387227734133,103.687310264575
MEE TOH SCHOOL,828867,PRIMARY,1.39485356081865,103.90857257736
KEMING PRIMARY SCHOOL,659762,PRIMARY,1.34552849960874,103.756449399351
KENT RIDGE SECONDARY SCHOOL,127368,SECONDARY (S1-S5),1.30122773426098,103.764889617566
KHENG CHENG SCHOOL,319580,PRIMARY,1.33728818369962,103.847141122849
KONG HWA SCHOOL,399772,PRIMARY,1.31099674009193,103.888352029067
KRANJI PRIMARY SCHOOL,689189,PRIMARY,1.39356050497104,103.747362720939
KRANJI SECONDARY SCHOOL,689333,SECONDARY (S1-S5),1.39005109871311,103.741190664845
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,579793,PRIMARY,1.34939813669536,103.855018233311
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,579795,SECONDARY (S1-S5),1.35017129930314,103.854983746416
LAKESIDE PRIMARY SCHOOL,618310,PRIMARY,1.33820397704287,103.718089546664
LIANHUA PRIMARY SCHOOL,659243,PRIMARY,1.35424191127295,103.754165828711
LOYANG VIEW SECONDARY SCHOOL,519073,SECONDARY (S1-S5),1.36658417167238,103.956944585725
MAHA BODHI SCHOOL,408931,PRIMARY,1.32858023873554,103.901306904157
MANJUSRI SECONDARY SCHOOL,408940,SECONDARY (S1-S5),1.32747123084846,103.901719963831
MARIS STELLA HIGH SCHOOL,368051,MIXED LEVEL (P1-S4),1.34139181236127,103.877740713449
MARSILING PRIMARY SCHOOL,738927,PRIMARY,1.43383904037059,103.773643013846
MARSILING SECONDARY SCHOOL,739110,SECONDARY (S1-S5),1.43664424769955,103.776008090454
MARYMOUNT CONVENT SCHOOL,297754,PRIMARY,1.34043840661368,103.839811736775
MAYFLOWER PRIMARY SCHOOL,569878,PRIMARY,1.37639873282244,103.843165756947
MAYFLOWER SECONDARY SCHOOL,569384,SECONDARY (S1-S5),1.36827266209722,103.835360726863
MERIDIAN PRIMARY SCHOOL,518798,PRIMARY,1.37550677054835,103.934953276155
MERIDIAN SECONDARY SCHOOL,518901,SECONDARY (S1-S5),1.3672468492013,103.948972483629
METHODIST GIRLS' SCHOOL (PRIMARY),599986,PRIMARY,1.33266213599636,103.783382114018
METHODIST GIRLS' SCHOOL (SECONDARY),599986,SECONDARY (S1-S4),1.33266213599636,103.783382114018
MILLENNIA INSTITUTE,658965,CENTRALISED INSTITUTE,1.35031939200985,103.741593577684
MONTFORT JUNIOR SCHOOL,538786,PRIMARY,1.37362445234082,103.889741457901
MONTFORT SECONDARY SCHOOL,538785,SECONDARY (S1-S5),1.37396131656912,103.888928372577
NAN CHIAU HIGH SCHOOL,545079,SECONDARY (S1-S5),1.38879582498399,103.890004423764
NAN CHIAU PRIMARY SCHOOL,545080,PRIMARY,1.39221149906592,103.891180928186
NAN HUA HIGH SCHOOL,129956,SECONDARY (S1-S5),1.30809529518605,103.768561446725
NAN HUA PRIMARY SCHOOL,128806,PRIMARY,1.31920159956387,103.761095065761
NANYANG GIRLS' HIGH SCHOOL,288683,SECONDARY (S1-S4),1.33058326666479,103.802420979943
NANYANG JUNIOR COLLEGE,556111,JUNIOR COLLEGE,1.35028314949236,103.866498721912
NANYANG PRIMARY SCHOOL,268097,PRIMARY,1.32107094241153,103.807681852799
NATIONAL JUNIOR COLLEGE,288913,MIXED LEVEL (S1-JC2),1.33029291072172,103.804110905425
NAVAL BASE PRIMARY SCHOOL,769028,PRIMARY,1.41590195697649,103.839100590207
NAVAL BASE SECONDARY SCHOOL,768689,SECONDARY (S1-S5),1.41937881620441,103.831050390247
NEW TOWN PRIMARY SCHOOL,148812,PRIMARY,1.29964188181021,103.80010216304
NEW TOWN SECONDARY SCHOOL,139657,SECONDARY (S1-S5),1.30977590011357,103.77318863421
NGEE ANN PRIMARY SCHOOL,449149,PRIMARY,1.30553224180437,103.917570005713
NGEE ANN SECONDARY SCHOOL,529283,SECONDARY (S1-S5),1.35447525755806,103.956747262496
NORTH SPRING PRIMARY SCHOOL,545088,PRIMARY,1.38707582424175,103.903088569789
NORTH VIEW PRIMARY SCHOOL,768960,PRIMARY,1.42745159462566,103.848378442893
NORTH VISTA PRIMARY SCHOOL,544974,PRIMARY,1.38255066171151,103.89626457548
NORTH VISTA SECONDARY SCHOOL,545081,SECONDARY (S1-S5),1.381131285358,103.899188813886
NORTHBROOKS SECONDARY SCHOOL,768692,SECONDARY (S1-S5),1.42081285020652,103.845147332528
NORTHLAND PRIMARY SCHOOL,769026,PRIMARY,1.42130404159807,103.840792923345
NORTHLAND SECONDARY SCHOOL,768578,SECONDARY (S1-S5),1.43580183362637,103.840104687784
NORTHLIGHT SCHOOL,327830,SECONDARY (S1-S4),1.3191002158167,103.85575955353
NORTHOAKS PRIMARY SCHOOL,757622,PRIMARY,1.45732867302094,103.814075611175
NORTHSHORE PRIMARY SCHOOL,828671,PRIMARY,1.41842322079348,103.905147201163
NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,129957,MIXED LEVEL (S1-JC2),1.30600678096247,103.770152807737
OASIS PRIMARY SCHOOL,828716,PRIMARY,1.40507184758584,103.911200193835
OPERA ESTATE PRIMARY SCHOOL,458436,PRIMARY,1.31996876377748,103.923752668632
ORCHID PARK SECONDARY SCHOOL,768454,SECONDARY (S1-S5),1.41532032779634,103.837859241343
OUTRAM SECONDARY SCHOOL,168622,SECONDARY (S1-S5),1.28651357464735,103.837127264403
PALM VIEW PRIMARY SCHOOL,544822,PRIMARY,1.38376923022123,103.891354675017
PARK VIEW PRIMARY SCHOOL,519524,PRIMARY,1.37801687647812,103.9392021807
PASIR RIS CREST SECONDARY SCHOOL,518934,SECONDARY (S1-S5),1.37284060102246,103.959728202919
PASIR RIS PRIMARY SCHOOL,518968,PRIMARY,1.37245132722087,103.962922699031
PASIR RIS SECONDARY SCHOOL,529400,SECONDARY (S1-S5),1.35422732653396,103.948962626204
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),536741,PRIMARY,1.3502545600894,103.884846876112
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),536742,SECONDARY (S1-S5),1.35096755912522,103.885120050588
PEI CHUN PUBLIC SCHOOL,319320,PRIMARY,1.33677864390672,103.855341310212
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,597610,PRIMARY,1.33807302121151,103.776250903095
PEI HWA SECONDARY SCHOOL,797702,SECONDARY (S1-S5),1.39037504993234,103.878461745339
PEI TONG PRIMARY SCHOOL,129857,PRIMARY,1.31666529308968,103.767438999533
PEICAI SECONDARY SCHOOL,556094,SECONDARY (S1-S5),1.35951583222214,103.870010749055
PEIRCE SECONDARY SCHOOL,575566,SECONDARY (S1-S5),1.36665944653812,103.83021606804
PEIYING PRIMARY SCHOOL,768687,PRIMARY,1.41723339695904,103.830417090698
PIONEER PRIMARY SCHOOL,699915,PRIMARY,1.35442592930738,103.732790920197
POI CHING SCHOOL,529067,PRIMARY,1.35765121877679,103.935246486174
PRESBYTERIAN HIGH SCHOOL,569845,SECONDARY (S1-S5),1.38175437421949,103.842382968794
PRINCESS ELIZABETH PRIMARY SCHOOL,659163,PRIMARY,1.34919098857585,103.740719208011
PUNGGOL COVE PRIMARY SCHOOL,828674,PRIMARY,1.41158455562454,103.89890448429
PUNGGOL GREEN PRIMARY SCHOOL,828772,PRIMARY,1.40172590450528,103.898794262307
PUNGGOL PRIMARY SCHOOL,538787,PRIMARY,1.37820062547641,103.894667159512
PUNGGOL SECONDARY SCHOOL,828870,SECONDARY (S1-S5),1.40205738421399,103.909213706482
PUNGGOL VIEW PRIMARY SCHOOL,828845,PRIMARY,1.40505250226058,103.905299026568
QIFA PRIMARY SCHOOL,128104,PRIMARY,1.3132658326807,103.756629101811
QIHUA PRIMARY SCHOOL,738525,PRIMARY,1.44203596557592,103.788339762066
QUEENSTOWN PRIMARY SCHOOL,149303,PRIMARY,1.29552905587752,103.807648475656
QUEENSTOWN SECONDARY SCHOOL,148800,SECONDARY (S1-S5),1.29352126774652,103.813190980055
QUEENSWAY SECONDARY SCHOOL,149295,SECONDARY (S1-S5),1.30022271592188,103.802207291625
RADIN MAS PRIMARY SCHOOL,99840,PRIMARY,,
RAFFLES GIRLS' PRIMARY SCHOOL,289072,PRIMARY,1.33004178068277,103.806397828938
RAFFLES GIRLS' SCHOOL (SECONDARY),318871,SECONDARY (S1-S4),1.34217479932295,103.84313404727
RAFFLES INSTITUTION,575954,MIXED LEVEL (S1-JC2),1.34629045013358,103.843620247231
RED SWASTIKA SCHOOL,469719,PRIMARY,1.33405659580859,103.934317528484
REGENT SECONDARY SCHOOL,689621,SECONDARY (S1-S5),1.39327908335682,103.751034411529
RIVER VALLEY HIGH SCHOOL,649961,MIXED LEVEL (S1-JC2),1.34459584223718,103.708190688947
RIVER VALLEY PRIMARY SCHOOL,237993,PRIMARY,1.29418347842837,103.836018941571
RIVERSIDE PRIMARY SCHOOL,737803,PRIMARY,1.44700426493785,103.801889031334
RIVERSIDE SECONDARY SCHOOL,738524,SECONDARY (S1-S5),1.44110157139127,103.78830823641
UNITY PRIMARY SCHOOL,688268,PRIMARY,1.40278303219036,103.746801233973
RIVERVALE PRIMARY SCHOOL,545092,PRIMARY,1.39333506298213,103.904545253288
ROSYTH SCHOOL,555855,PRIMARY,1.3728583654058,103.87477170399
RULANG PRIMARY SCHOOL,649295,PRIMARY,1.34673868889096,103.718457955487
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",138572,SECONDARY (S1-S4),1.31292810600277,103.774011529322
"SCHOOL OF THE ARTS, SINGAPORE",227968,MIXED LEVEL (S1-JC2),1.29936480411316,103.848687419363
SEMBAWANG PRIMARY SCHOOL,757715,PRIMARY,1.4457453096024,103.821152676215
SEMBAWANG SECONDARY SCHOOL,757704,SECONDARY (S1-S5),1.44531502131387,103.816843258118
SENG KANG PRIMARY SCHOOL,545166,PRIMARY,1.38925044778224,103.899527879229
SENG KANG SECONDARY SCHOOL,545090,SECONDARY (S1-S5),1.38659683143747,103.898365036709
SENGKANG GREEN PRIMARY SCHOOL,797636,PRIMARY,1.39283924999573,103.875158826938
SERANGOON GARDEN SECONDARY SCHOOL,555889,SECONDARY (S1-S5),1.36932570490947,103.869270301476
SERANGOON SECONDARY SCHOOL,534237,SECONDARY (S1-S5),1.37465538827443,103.902138740699
SHUQUN PRIMARY SCHOOL,649332,PRIMARY,1.34686967259067,103.721559387203
SI LING PRIMARY SCHOOL,739067,PRIMARY,1.43240935732525,103.786035065192
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,309437,PRIMARY,1.32080725235992,103.827744749548
SINGAPORE CHINESE GIRLS' SCHOOL,309437,SECONDARY (S1-S4),1.3206340835184,103.828164966953
SINGAPORE SPORTS SCHOOL,737913,"MIXED LEVEL (S1-S5, JC1-JC2)",1.42641140556342,103.789444793951
SOUTH VIEW PRIMARY SCHOOL,689762,PRIMARY,1.38143123987698,103.747153671
SPECTRA SECONDARY SCHOOL,737758,SECONDARY (S1-S4),1.43703750789961,103.804100467487
SPRINGDALE PRIMARY SCHOOL,544799,PRIMARY,1.39495818021916,103.889896508672
SPRINGFIELD SECONDARY SCHOOL,529593,SECONDARY (S1-S5),1.34957303471476,103.930354460693
ST ANDREW'S SCHOOL (JUNIOR),359337,PRIMARY,1.33140255308868,103.865117134385
ST ANDREW'S SCHOOL (SECONDARY),359342,SECONDARY (S1-S5),1.33069360968075,103.866249138562
ST. ANDREW'S JUNIOR COLLEGE,357691,JUNIOR COLLEGE,1.33306515740956,103.863576377056
ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,469701,PRIMARY,1.3351714044028,103.940544723873
ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,469700,SECONDARY (S1-S5),1.33466313498855,103.941977166932
ST. ANTHONY'S PRIMARY SCHOOL,659401,PRIMARY,1.36411948475833,103.749251919049
ST. GABRIEL'S PRIMARY SCHOOL,556742,PRIMARY,1.34930766795555,103.862309899986
ST. GABRIEL'S SECONDARY SCHOOL,556140,SECONDARY (S1-S5),1.34648798732177,103.876094163287
ST. HILDA'S PRIMARY SCHOOL,529706,PRIMARY,1.34967978969837,103.937016363397
ST. HILDA'S SECONDARY SCHOOL,528986,SECONDARY (S1-S5),1.34973922385379,103.937608032148
ST. JOSEPH'S INSTITUTION,308274,MIXED LEVEL (S1-JC2),1.32365313490152,103.828498974985
ST. JOSEPH'S INSTITUTION JUNIOR,309331,PRIMARY,1.31781476118551,103.845633334522
ST. MARGARET'S SCHOOL (PRIMARY),228197,PRIMARY,1.30390355715254,103.845955315605
ST. MARGARET'S SCHOOL (SECONDARY),259240,SECONDARY (S1-S5),1.32006821363359,103.80995114006
UNITY SECONDARY SCHOOL,689143,SECONDARY (S1-S5),1.40001524119441,103.74602091483
ST. PATRICK'S SCHOOL,429058,SECONDARY (S1-S5),1.30788341871801,103.917638193713
ST. STEPHEN'S SCHOOL,455789,PRIMARY,1.31878997295135,103.917258129598
SWISS COTTAGE SECONDARY SCHOOL,659322,SECONDARY (S1-S5),1.36471742697475,103.750396136688
TAMPINES MERIDIAN JUNIOR COLLEGE,518799,JUNIOR COLLEGE,1.37633346909682,103.936990723441
TAMPINES NORTH PRIMARY SCHOOL,529565,PRIMARY,1.36048786025607,103.948768900518
TAMPINES PRIMARY SCHOOL,529426,PRIMARY,1.3504863946694,103.943573098509
TAMPINES SECONDARY SCHOOL,529427,SECONDARY (S1-S5),1.34926094811197,103.944263709507
TANJONG KATONG GIRLS' SCHOOL,439272,SECONDARY (S1-S4),1.3075626184394,103.896107204542
TANJONG KATONG PRIMARY SCHOOL,437259,PRIMARY,1.30498489044822,103.899999965407
TANJONG KATONG SECONDARY SCHOOL,438796,SECONDARY (S1-S4),1.30873515955341,103.897225196199
TAO NAN SCHOOL,449761,PRIMARY,1.30528528687321,103.911553152326
